standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,10,,Disponibilidad de ambiente para extracción de leche materna y preparación de fórmulas artificiales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA,Modalidad telemedicina - prestador de referencia,11.4.4,11,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente por cada paciente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.1,• Incubadora cerrada o cuna para recién nacido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.2,"• Monitor de signos vitales que incluya frecuencia cardiaca, respiratoria y tensión arterial no invasiva y saturación de oxígeno con accesorios neonatales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.3,• Bomba de infusión.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.4,"• Oxímetro, cuando no esté incluido en el monitor de signos vitales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.5,• Fonendoscopio neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.6,• Silla para el acompañante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,12,12.7,• Resucitador pulmonar manual neonatal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.1,• Carro de paro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.2,• Equipo de rayos x portátil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.3,• Glucómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.4,• Monitor de transporte con accesorios neonatales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.5,• Incubadora de transporte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6,• Ventilador neonatal de transporte que cuenta mínimo con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6.1,• Sistemas de presión positiva continua en vía aérea (CPAP).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6.2,• Humidificador con control de temperatura.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6.3,• Oxígeno medicinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6.4,• Mezclador de gases medicinales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6.5,• Sistema de alarmas audibles y visuales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.6.6,• Batería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.7,• Lámpara de fototerapia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.8,• Báscula para bebés.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.9,• Tallímetro o infantometro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.10,• Cinta métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.11,• Pesa pañales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.12,"• Electrocardiografía neonatal con tres derivaciones, que permita su impresión, si no está incluida en el monitor de signos vitales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.13,• Equipo de órganos de los sentidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.14,• Bomba de infusión de jeringa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,13,13.15,• Incubadora abierta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,Modalidad telemedicina - prestador de referencia,11.4.4,14,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",MEDIANA,Modalidades intramural y telemedicina - prestador remisor – prestador de referencia,11.4.4,15,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con oxígeno medicinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.1,• Ronda médica diaria de evolución de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.2,• Solicitud de interconsultas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.3,• Entrega de turno por parte de enfermería y de medicina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.4,• Control de líquidos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.5,• Plan de cuidados de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.6,• Administración de medicamentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.7,• Sujeción de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.8,• Toma de muestras de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.9,• Cateterismo vesical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.10,• Preparación para la toma de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.11,• Indicaciones del cuidado de la salud al familiar o responsable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.12,• Transporte del recién nacido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.13,• Manejo de líquidos y electrolitos y alteración de los mismos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.14,• Prevención de la retinopatía del recién nacido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.15,• Remisión del prematuro al seguimiento en programa canguro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.16,• Criterios de ingreso y egreso al servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.17,• Manejo del prematuro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.18,• Manejo de síndrome de dificultad respiratoria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.19,• Manejo de brotes de infección.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.20,• Administración de sangre y derivados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.21,• Prevención de infecciones del torrente sanguíneo (bacteriemias) asociadas al uso de dispositivos intravasculares (catéteres centrales y periféricos).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidades intramural y telemedicina - prestador remisor,11.4.4,16,16.22,• Reanimación del recién nacido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,MEDIANA,Modalidad telemedicina - prestador de referencia,11.4.4,17,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,MEDIANA,Modalidades intramural y telemedicina prestador remisor – prestador de referencia,11.4.4,18,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,19,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,19,19.1,• Servicio de cuidado básico neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,19,19.2,• Servicio de gestión pre transfusional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,19,19.3,• Servicio de laboratorio clínico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,19,19.4,• Servicio farmacéutico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,19,19.5,• Servicio de imágenes diagnósticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,20,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,20,20.1,• Servicio de cuidado intensivo neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,20,20.2,• Servicio de transporte asistencial en complejidad mediana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad intramural,11.4.4,20,20.3,• Servicios de apoyo (lavandería y vigilancia).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,MEDIANA,Modalidad telemedicina - prestador remisor - prestador referencia,11.4.4,21,,No aplica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
