standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
DOTACIÓN,Mediana,"Modalidades extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,9,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: El o los equipos generadores de radiaciones no ionizantes, según los exámenes diagnósticos realizados, cuyas indicaciones del fabricante refieran que es un equipo portátil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,Modalidad telemedicina - prestador remisor,11.3.4.2,10,,Cumple con los criterios que le sean aplicables de todos los servicios y los de la modalidad intramural y adicionalmente cuenta con equipo de captura y transmisión de datos e imágenes que asegure las condiciones de visualización de imagen y lectura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,Modalidad telemedicina - prestador de referencia,11.3.4.2,11,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con pantalla o monitor grado médico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana,"Modalidades intramural y extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor – prestador de referencia",11.3.4.2,12,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,13,,"Cumplen con los criterios definidos para todos los servicios y adicionalmente, cuenta con la siguiente información documentada:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,13,13.1,• Procedimientos para la realización de los exámenes diagnósticos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,13,13.2,"• Instrucciones a los pacientes sobre la preparación de los procedimientos diagnósticos, cuando se requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,13,13.3,"• Verificación de la calidad de imagen cuando aplique, que incluye la toma de medidas preventivas y correctivas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,13,13.4,"• Control de calidad del equipo cuando aplique, que incluye la toma de medidas correctivas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,Modalidad telemedicina - prestador de referencia,11.3.4.2,14,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor",11.3.4.2,15,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con registro de exámenes realizados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Mediana,Modalidad telemedicina - prestador de referencia,11.3.4.2,16,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural unidad móvil, domiciliaria y jornada de salud, telemedicina - prestador remisor, prestador de referencia",11.3.4.2,17,,NO aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
