standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,9,9.5,• Estación de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,10,,Disponibilidad en el servicio de unidad sanitaria. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,11,,Ambiente de trabajo de parto que cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,11,11.1,• Área para dos camillas por cada mesa de parto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,11,11.2,• Sistema de vacío.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,11,11.3,"• Barrera física móvil o fija entre camillas, que permite fácil limpieza y desinfección y la privacidad del paciente, cuando exista más de una camilla.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,12,,Sala de partos (16 m2) que cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,12,12.1,• Área de atención al recién nacido o ambiente de adaptación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,12,12.2,• Sistema de vacío.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,12,12.3,"• Lavamanos quirúrgico en cantidad igual al número de sala de partos, ubicado antes del ingreso a cada sala de partos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,12,12.4,• La puerta de la sala permite la visualización entre el interior y el exterior o cuenta con visor y su ancho permite el paso de las camillas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,13,,"Cuando la sala de partos funcione en la zona de quirófanos del servicio de cirugía, sólo se puede compartir con éste, el vestidor de personal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,14,,Los procedimientos quirúrgicos de obstetricia se deben realizar en el servicio de cirugía.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,15,,Ambiente de recuperación que cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,,15.1,• Puesto de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,,15.2,• Área para dos camillas por cada mesa de parto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,,"Cuando se oferte la estrategia TPR (trabajo de parto, parto y recuperación en el mismo ambiente), Cumple con los criterios que le sean aplicables de todos los servicios y cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.1,"• Habitación individual de TPR con dimensión mínima de 16 m2, que cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.1.1,"• Baño, guardarropa y sistema de llamado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.1.2,• Mesón de trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.1.3,"• Poceta, cuando la requiera, según los procedimientos que documente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.1.4,• Área de atención al recién nacido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.1.5,• Lavamanos con dispositivo de manos libres adicional dentro de la habitación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.2,• Disponibilidad en el servicio de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.2.1,• Sala de visitas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.2.2,• Unidades sanitarias discriminadas por sexo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,16,16.2.3,• Estación de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,MEDIANA Y ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,17,,Cumple con los criterios definidos para el servicio de atención del parto de baja complejidad y adicionalmente cuenta con consultorio con unidad sanitaria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,BAJA - MEDIANA - ALTA,Modalidad de telemedicina - prestador de referencia,11.6.4,18,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.1,• El ambiente de trabajo de parto cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.1.1,• Cama hospitalaria para atención de partos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.1.2,• Monitor fetal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.1.3,• Oxígeno medicinal que puede ser suministrado mediante salida de oxígeno  medicinal  o mediante oxígeno medicinal portátil por camilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2,• La sala de partos cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2.1,• Lámpara pielítica o cielítica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2.2,• Mesa para atención de partos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2.3,• Equipo para atención de partos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2.4,• Equipo de episiotomía y episiorrafia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2.5,• Aspirador o sistema de succión.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.2.6,• Oxígeno medicinal que puede ser suministrado mediante salida de oxígeno  medicinal  o mediante oxígeno medicinal portátil por camilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3,• El área de adaptación del recién nacido cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.1,• Incubadora abierta o lámpara de calor radiante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.2,• Báscula para bebé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.3,• Infantometro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.4,• Cinta métrica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.5,• Oxímetro con sensor neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.6,• Fonendoscopio pediátrico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.3.7,• Laringoscopio con hoja neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.4,• La sala de recuperación cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.4.1,"• Camilla con barandas, ruedas y freno.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.4.2,• Disponibilidad de cunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.4.3,• Oxígeno medicinal que puede ser suministrado mediante salida de oxígeno medicinal  o mediante oxígeno medicinal portátil por camilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.4.4,• Succión. Puede ser suministrado mediante sistema de vacío o mediante aspirador.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5,• Para todo el servicio disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5.1,• Carro de paro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5.2,• Bomba de infusión.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5.3,• Glucómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5.4,• Incubadora de transporte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5.5,• Silla de ruedas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,19,19.5.6,• Oxígeno medicinal que puede ser suministrado mediante salida de oxígeno medicinal  o mediante oxígeno medicinal portátil por camilla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,,"Cuando se oferte la estrategia TPR (trabajo de parto, parto y recuperación en el mismo ambiente), cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.1,• Cama hospitalaria para atención de partos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.2,• Lámpara pielítica o cielítica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.3,• Equipo para atención de partos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.4,• Equipo de episiotomía y episiorrafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.5,• Incubadora abierta o lámpara de calor radiante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.6,• Succión. Puede ser suministrado mediante sistema de vacío o mediante aspirador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.7,• Oxígeno medicinal que puede ser suministrado mediante salida de oxígeno medicinal o mediante oxígeno medicinal portátil por camilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8,• Disponibilidad en el servicio de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.1,• Bomba de infusión.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.2,• Báscula para bebé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.3,• Infantómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.4,• Cinta métrica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.5,• Oxímetro con sensor neonatal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.6,• Fonendoscopio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.7,"• Camilla con barandas, ruedas y freno.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,20,20.8.8,• Carro de paro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,,Cumple con los criterios definidos en el servicio de atención del parto de baja complejidad y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.1,• El ambiente de trabajo de parto:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.1.1,• Equipo para amniocentesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.1.2,• Doppler fetal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.2,• En la sala de partos:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.2.1,"• Incubadora pediátrica portátil, convencional o abierta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.2.2,• Ecógrafo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.3,• Disponibilidad en el servicio de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.3.1,• Máquina de anestesia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.3.2,• Monitor de signos vitales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.3.3,• Electrobisturí.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.3.4,• Reanimador pulmonar neonatal manual con accesorios para control del límite de presión y manómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,MEDIANA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,21,21.3.5,• Oxígeno medicinal que puede ser suministrado mediante salida de oxígeno medicinal o mediante oxígeno medicinal portátil por camilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,ALTA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,22,,"Cumple con los criterios definidos en mediana complejidad y adicionalmente, cuenta con la siguiente dotación para el consultorio para examen:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,ALTA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,22,22.1,• Camilla con estribos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,ALTA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,22,22.2,• Tensiómetro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,ALTA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,22,22.3,• Fonendoscopio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,ALTA,"Modalidades Intramural, telemedicina - prestador remisor",11.6.4,22,22.4,• Espéculos vaginales desechables o que se demuestre la esterilización,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,BAJA - MEDIANA - ALTA,Modalidad de telemedicina - prestador de referencia,11.6.4,23,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,24,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",BAJA - MEDIANA - ALTA,"Modalidades intramural, telemedicina - prestador remisor",11.6.4,24,24.1,• Catéteres para vena umbilical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
