standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.1.2,Área para el alistamiento y administración de medicamentos biológicos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.1.3,• Lavamanos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.2,• Ambiente para almacenamiento y alistamiento de dispositivos y termos que cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.2.1,• Área para el alistamiento de termos o cajas térmicas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.2.2,"• Área de cadena de frío que incluye un mesón con poceta, con capacidad para el lavado de termos, con grifo cuello de cisne o ducha teléfono; que puede estar ubicado en otro ambiente diferente al consultorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.2.3,"• Área para el almacenamiento de dispositivos médicos e insumos, que puede estar ubicado en otro ambiente diferente al consultorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.2.4,• Lavamanos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.3,• Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.3.1,• Sala de espera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.3.2,• Unidades sanitarias discriminadas por sexo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,,Para los servicios en modalidad intramural de prestadores de servicios de salud que integren en un solo ambiente el servicio de vacunación cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4,"• Ambiente de vacunación, para administración de medicamentos biológicos, que cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4.1,• Área para entrevista.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4.2,• Área para el alistamiento y administración de medicamentos biológicos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4.3,• Área para el alistamiento de termos o cajas térmicas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4.4,"• Área de cadena de frío que incluye un mesón con poceta, con capacidad para el lavado de los termos, con grifo cuello de cisne o ducha teléfono, que puede estar ubicado en otro ambiente diferente al consultorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4.5,"• Área para el almacenamiento de dispositivos médicos e insumos, que puede estar ubicado en otro ambiente diferente al consultorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.4.6,• Lavamanos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.5,• Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.5.1,• Sala de espera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,Modalidad intramural,11.2.3,4,4.5.2,• Unidades sanitarias discriminadas por sexo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,5,,"Adicional a los criterios definidos para todos los servicios, la sede del prestador de servicios de salud que habilite el servicio de vacunación cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,5,5.1,• Ambiente para el alistamiento de termos y cajas térmicas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,5,5.2,"• Ambiente de cadena de frío, que puede ser el mismo de la modalidad intramural, que incluye un mesón con poceta, con capacidad para el lavado de los termos, con grifo cuello de cisne o ducha teléfono.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,5,5.3,"• Área para el almacenamiento de dispositivos médicos e insumos, que puede estar ubicado en otro ambiente diferente al consultorio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,5,5.4,• Lavamanos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,Modalidad intramural,11.2.3,6,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,Modalidad intramural,11.2.3,6,6.1,• Refrigerador precalificado por la Organización Mundial de la Salud para almacenamiento de vacunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,Modalidad intramural,11.2.3,6,6.2,"• Para los refrigeradores con alimentación eléctrica cuenta con regulador o estabilizador electrónico de voltaje independiente, o conexión a una fuente regulada con indicador de polo a tierra.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,Modalidad intramural,11.2.3,6,6.3,"• Papelería, cajas de transporte y termos portavacunas precalificados por la Organización Mundial de la Salud para manejo de vacunas; y los demás insumos necesarios para la prestación del servicio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,7,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,7,7.1,• Congelador con la capacidad suficiente para almacenar los paquetes fríos necesarios para el alistamiento de la totalidad de las cajas térmicas y termos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,7,7.2,• Refrigerador precalificado por la Organización Mundial de la Salud para almacenamiento de vacunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,7,7.3,"• Caja térmica o termo porta vacunas precalificados por la Organización Mundial de la Salud, para el traslado de los biológicos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Baja,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,8,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: 
Si se presenta interrupción de la cadena de frío, el prestador de servicios de salud realiza notificación según el procedimiento establecido por el Invima.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,9.1,• Vacunación segura.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,9.2,"• Reporte y manejo de Eventos Supuestamente Adversos Atribuidos a la Vacunación o Inmunización -ESAVI (medición, análisis, reporte, gestión y monitoreo).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,9.3,• Vigilancia de inmunoprevenibles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,9.4,• Seguimiento al sistema de información del Programa Ampliado de Inmunizaciones -PAI y seguimiento a cohortes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,9.5,• Protocolo para la inmunización en casos de urgencia o para víctimas de violencia sexual por medio de la respuesta en red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,Modalidad intramural,11.2.3,9,9.6,• Vacunación sin barreras.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Baja,"Modalidades extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,10,,"Cumple con los criterios que le sean aplicables de todos los servicios, la modalidad intramural y adicionalmente cuenta con: Si el prestador de servicios de salud administra la vacuna en un ambiente diferente al consultorio de vacunación cuenta con información documentada para el alistamiento de los biológicos para uso diario, así como la conservación de la cadena de frio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTRO,Baja,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,11,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTRO,Baja,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,11,11.1,• Instrumentos de registros establecidos para el PAI bajo los lineamientos del Ministerio de Salud y Protección Social.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTRO,Baja,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,11,11.2,"• Registro nominal de la información del PAI, durante la atención.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTRO,Baja,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,11,11.3,"• Registro del carné de vacunación definido por el Ministerio de Salud y Protección Social en forma clara, legible, sin tachones, enmendaduras y sin dejar espacios en blanco.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Baja,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.3,12,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
