standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
DOTACIÓN,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,10.1.2,• Cama hospitalaria para los pacientes que la requieran por su estado de salud o administración prolongada de quimioterapia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,10,10.1.3,• Bomba de infusión por paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,10,10.1.4,• Riñonera por paciente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,10,10.1.5,• Carro de paro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,10,10.2,• Disponibilidad de succión dentro del servicio. Puede ser suministrada mediante sistema de vacío o mediante aspirador adicional al del carro de paro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Alta,Modalidad de telemedicina - prestador de referencia,11.3.7,11,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.1,"• Cuando realice preparaciones, mezclas, adecuación y ajuste de concentraciones de dosis de medicamentos citostáticos cuenta con certificado de buenas prácticas de elaboración vigente otorgado por el Invima. Cuando dichas actividades sean realizadas por una central externa, ésta debe contar con dicha certificación y contrato vigente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2,"• Si se prescribe quimioterapia oral o intravenosa, cuenta con los siguientes requisitos:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2.1,• La institución prestadora de servicios de salud que prescribe el tratamiento realiza la dispensación de los medicamentos al paciente en dosis unitaria directamente por cada ciclo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2.2,• Los medicamentos oncológicos de uso endovenoso se dispensan y administran por la institución prestadora de servicios de salud que atiende al paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2.3,• Cuenta con embalajes que garantizan la integridad de los medicamentos y eviten su fácil ruptura.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2.4,"• Los medicamentos se identifican, como material peligroso o de alto riesgo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2.5,"• Los medicamentos preparados y no preparados se transportan de modo que su integridad no se deteriore, se mantengan las condiciones de almacenaje, cadena de frio, se protejan contra hurto, se conserve su identificación y se evite la contaminación, exposición a microorganismos o plagas o confusión con otros productos. Además, es realizado por personal entrenado en su manipulación.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.2.6,• Los medicamentos no pueden ser transportados por los pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.3,• Equipos de venoclisis por paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.4,• Kit de derrame de citostáticos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,12,12.5,• Oxígeno medicinal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Alta,Modalidad telemedicina – prestador de referencia,11.3.7,13,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.1,• Recomendaciones para el tratamiento con quimioterapia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.2,• Manejo y uso de los medicamentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.3,• Manejo de las principales complicaciones causadas por los medicamentos utilizados en el servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.4,"• Comunicación al paciente, su familia o cuidador, acerca del tratamiento requerido, que incluye:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.4.1,• Información de los medicamentos y sus efectos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.4.2,"• Complicaciones, qué hacer cuando se presenten y como evitarlas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.4.3,• Condiciones de almacenamiento y vía de administración de la quimioterapia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.4.4,• Disposición final de los medicamentos no utilizados durante el tratamiento y los sobrantes de los mismos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.5,• Medidas de bioseguridad para el manejo de medicamentos citostáticos y conservación de cadena frío según lo establecido por el fabricante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,"Modalidades Intramural, telemedicina - prestador remisor",11.3.7,14,14.6,"• El prestador de servicios de salud realiza el seguimiento del paciente a través del equipo de salud requerido, de acuerdo con la condición clínica del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Alta,Modalidad telemedicina - prestador de referencia,11.3.7,15,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1,• Prescripciones u órdenes médicas que contengan la siguiente información:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.1,• Ciudad y fecha de la prescripción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.2,• Nombre del paciente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.3,• Número de historia clínica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.4,• Peso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.5,• Talla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.6,• Superficie corporal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.7,• Ciclo de tratamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.8,"• Localización del paciente en la institución prestadora de servicios de salud, cuando esté hospitalizado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.9,• Datos de ubicación del paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.10,• Denominación común internacional de los medicamentos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.11,• Forma farmacéutica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.12,• Dosis teórica del esquema y dosis resultante para el paciente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.13,• Dosis ajustada en función de parámetros farmacocinéticos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.14,• Vía de administración.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.15,• Vehículo a utilizar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.16,• Volumen final de la solución preparada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.17,• Duración del tratamiento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.18,• Nombre y firma del Profesional de medicina.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.1.19,• Número de registro médico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,"Modalidades intramural, telemedicina - prestador remisor",11.3.7,16,16.2,• Registro de administración de quimioterapia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,Alta,Modalidad telemedicina - prestador de referencia,11.3.7,17,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,Modalidad Intramural,11.3.7,18,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con servicio farmacéutico de alta complejidad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,Modalidad Intramural,11.3.7,19,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,Modalidad Intramural,11.3.7,19,19.1,• Servicio de transporte asistencial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,Modalidad Intramural,11.3.7,19,19.2,• Servicio de urgencias.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Alta,Modalidad telemedicina – prestador remisor- prestador de referencia,11.3.7,20,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
