standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,OBSERVACIONES DEL CUMPLIMIENTO,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.4,• Los profesionales en medicina con especialidad quirúrgica para el servicio de trasplante de órganos cuentan con constancia de asistencia en las acciones de formación continua para el control del paciente pre y trasplantado en el servicio específico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.5,"• Si oferta programa de trasplante de órganos a pacientes pediátricos, cuenta con constancia de asistencia en las acciones de formación continua para el control del paciente pediátrico pre y trasplantado en el servicio específico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6,• Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.1,"• Por cada tipo de trasplante disponibilidad de profesional de la medicina con especialidad según la oferta, así:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.1.1,"• Trasplante de hígado, intestino y multivisceral: Profesional de la medicina especialista en hepatología o en gastroenterología",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.1.2,• Trasplante de riñón y páncreas: Profesional de la medicina especialista en nefrología,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.1.3,• Trasplante de corazón: Profesional de la medicina especialista en cardiología.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.1.4,• Trasplante de pulmón: Profesional de la medicina especialista en neumología.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.2,"• Profesionales de la medicina con especialidad quirúrgica, con permanencia durante los procedimientos quirúrgicos, así:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.2.1,"• Trasplante de hígado, intestino y multivisceral: Profesional de la medicina especialista en cirugía general, con especialidad en cirugía de trasplantes o en cirugía de trasplantes de órganos abdominales.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.2.2,"• Trasplante de riñón y páncreas: Profesional de la medicina especialista en cirugía general o en urología, con especialidad en cirugía de trasplantes o en cirugía de trasplantes de órganos abdominales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.2.3,• Trasplante de corazón y pulmón: Profesional de la medicina especialista en cirugía cardiovascular  o profesional de la medicina especialista en cirugía de tórax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.2.4,"• Para trasplante de hígado, profesional de la medicina especialista en anestesiología que cuenta con constancia de asistencia en las acciones de formación continua en anestesia y mantenimiento del paciente trasplantado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.6.2.5,"• Para trasplante de corazón, profesional de la medicina especialista en anestesiología que cuenta con constancia de asistencia en las acciones de formación continua en anestesia y mantenimiento del paciente trasplantado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,4.7,"• Los profesionales de la medicina con especialidades médico quirúrgicas que estén debidamente inscritos en la red de donación y trasplantes, se entenderán habilitados e inscritos para esta actividad. Esta disposición se aplicará siempre y cuando demuestre que ha realizado en el último año, trasplantes del órgano para el cual se inscribió en dicha red.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,4,,Sala de recuperación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,5,,Cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,,5.1,• Profesional de la enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,,5.2,• Auxiliar de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,6,,"Disponibilidad con permanencia de acuerdo con lo definido en el estándar de procesos prioritarios, del profesional de la medicina responsable del acto quirúrgico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALENTO HUMANO,Mediana y alta,Modalidad telemedicina - prestador de referencia,11.5.1,7,,El profesional de salud puede hacer uso de la categoría telexperticia sincrónica entre profesionales de la salud de acuerdo con lo definido por el prestador de servicios de salud en el estándar de procesos prioritarios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.1,• Área para recepción y entrega de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.2,• Área para la transferencia de camillas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.3,"• Vestidor para el talento humano que funciona como filtro, con unidad sanitaria y área para casilleros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.4,• Ambiente para la recepción y almacenamiento de material estéril cuando no se cuenta con central de esterilización anexa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.5,• Área o ambiente para inactivación y prelavado de instrumental cuando no se cuenta con central de esterilización anexa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.6,"• Lavamanos quirúrgico en cantidad igual al número de salas de cirugía más uno, ubicado antes del ingreso a cada sala de cirugía",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.7,• Área o ambiente de ropa limpia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,8,8.8,• Área o ambiente de ropa sucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,,Sala de Cirugía (20 m2) que cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.1,• Salida de oxígeno medicinal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.2,• Salida de aire medicinal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.3,• Sistema de vacío.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.4,• Alarma de gases medicinales por fuera de la sala de cirugía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.5,"• Sistema de extracción de gases anestésicos residuales de la máquina hacia el exterior, cuando se requiera o según la tecnología utilizada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.6,• Piso con conductividad eléctrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.7,• La puerta de la sala de cirugía permite la visualización entre el interior y el exterior o cuenta con visor y su ancho permite el paso de las camillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,9,9.8,"• Si existen ventanas, estas deben tener cierre hermético",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,10,,Sala de recuperación localizada junto a las salas de cirugía y comunicada con el área de recepción y entrega de pacientes que cuenta con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,10,10.1,• Área para dos camillas por cada sala de cirugía.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,10,10.2,• Puesto de enfermería.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,10,10.3,• Lavamanos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,10,10.4,• Salida de oxígeno medicinal por camilla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,10,10.5,• Sistema de vacío por camilla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,11,,Disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,11,11.1,• Sala de espera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,11,11.2,• Unidades sanitarias discriminadas por sexo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,12,,Si realiza exclusivamente procedimientos de cirugía ambulatoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,12,,Cumple con los criterios anteriormente definidos y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,12,12.1,"• Vestidor para pacientes que funciona como filtro, con unidad sanitaria y área para casilleros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,12,12.2,• Ambiente para preparación de pacientes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,13,,"Para cirugía ambulatoria donde no se aplica anestesia general, no se exigirá sistema de extracción de gases anestésicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad intramural, telemedicina - prestador remisor",11.5.1,14,,El prestador donde se realicen los procedimientos quirúrgicos en esta modalidad cuenta con la habilitación del servicio quirúrgico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,"Modalidad extramural unidad móvil, telemedicina - prestador remisor",11.5.1,15,,La unidad móvil cumple con los criterios definidos para el estándar de infraestructura de la modalidad intramural del servicio de cirugía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana y alta,Modalidad telemedicina - prestador de referencia,11.5.1,16,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cada sala de cirugía cuenta con: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.1,"• Mesa para cirugía eléctrica, neumática o hidráulica, acorde con el tipo de cirugías a realizar.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.2,• Mesa para instrumental quirúrgico.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.3,• Monitor de signos vitales con accesorios adultos o pediátricos que cuente mínimo con: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.3.1,• Trazado electrocardiográfico ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.3.2,• Presión no invasiva ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.3.3,• Saturación de oxígeno ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.3.4,• Capnografía ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.3.5,• Temperatura ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4,"• Máquina de anestesia, cuando el procedimiento la requiera, la cual cuenta con: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4.1," • Alarma audible y visible de desconexión, volumen y presión",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4.2, • Seguro de mezcla hipóxica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4.3,• Monitorización de oxígeno medicinal administrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4.4,• Monitorización de presión en la vía aérea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4.5,• Ventilador ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.4.6,"• Si la máquina de anestesia no incluye sistema de extracción de gases anestésicos, deberá contar con salida de extracción de gases anestésicos. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.5,• Lámpara quirúrgica. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.6,"• Laringoscopio con hojas rectas y curvas adulto o pediátrica, según la oferta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,17,17.7,• Electrobisturí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,18,18,Equipo mínimo para manejo de la vía aérea que cuenta con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,18,18.1,"• Laringoscopio con hojas curvas y rectas de diferentes tamaños, según oferta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,18,18.2,• Tubos endotraqueales de diferentes calibres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,18,18.3,• Máscaras laríngeas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,18,18.4,• Equipo de cricotiroidotomía percutánea.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19,Disponibilidad en el servicio de: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.1,• Carro de paro adicional al de la sala de recuperación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana y alta,"Modalidades intramural, extramural jornada de salud, unidad móvil y telemedicina - prestador remisor",11.5.1,19,19.2,"• Camilla con barandas, ruedas y freno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
