standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,Mediana,Modalidad telemedicina: Categoría interactiva y no interactiva – prestador de referencia,11.2.2,9,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana,Modalidad telemedicina: Categoría telexperticia - prestador remisor,11.2.2,10,,Cumple con los criterios establecidos en el servicio de consulta externa general.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana,Modalidad telemedicina: Categoría telexperticia - prestador de referencia,11.2.2,11,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,Mediana,Modalidad telemedicina: Categoría telemonitoreo - prestador de referencia,11.2.2,12,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,13,,Cumple con los criterios definidos para el servicio de consulta externa general y adicionalmente:  Los consultorios de los especialistas cuentan con la dotación necesaria para realizar los procedimientos documentados en el estándar de procesos prioritarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,Modalidad telemedicina: Categoría interactiva y no interactiva – prestador de referencia,11.2.2,14,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,Modalidad telemedicina: Categoría telexperticia - prestador remisor,11.2.2,15,,Cumple con los criterios que le sean aplicables de todos los servicios y los establecidos en el servicio de consulta externa especializada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,Modalidad telemedicina: Categoría telexperticia - prestador de referencia,11.2.2,16,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Mediana,Modalidad telemedicina: Categoría telemonitoreo - prestador de referencia,11.2.2,17,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,18,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Mediana,Modalidad telemedicina. Categoría interactiva y no interactiva – prestador de referencia Categoría telexperticia - prestador remisor- prestador de referencia Categoría telemonitoreo - prestador de referencia,11.2.2,19,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,20,,Cumple con los criterios definidos para el servicio de consulta externa general.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,21,,"Adicionalmente para el caso de medicina y terapias alternativas y complementarias, cuenta con información documentada de:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,21,21.1,• Criterios explícitos y documentados sobre el tipo de procedimientos que se pueden realizar  y de los que no se pueden realizar teniendo como marco el ámbito de la competencia.,,,,Revisar documentos,,Revisar documentos,Dayana y Gary,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,21,21.2,"• Procedimientos para la información al paciente sobre preparación y recomendaciones post procedimiento, controles, posibles complicaciones y disponibilidad de consulta permanente y  en general las previsiones que se requieran para proteger al paciente de los riesgos de procedimientos que se realicen en la consulta.",,,,Revisar documentos,,Revisar documentos,Dayana y Gary,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,Modalidad telemedicina: Categoría interactiva y no interactiva – prestador de referencia,11.2.2,22,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,Revisar documentos,,Revisar documentos,Dayana y Gary,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,Modalidad telemedicina: Categoría telexperticia - prestador remisor,11.2.2,23,,Cumple con los criterios que le sean aplicables de todos los servicios y los establecidos en el servicio de consulta externa especializada,,,,Revisar documentos,,Revisar documentos,Dayana y Gary,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,Modalidad telemedicina: Categoría telexperticia - prestador de referencia,11.2.2,24,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,Revisar documentos,,Revisar documentos,Dayana y Gary,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,Mediana,Modalidad telemedicina: Categoría telemonitoreo - prestador de referencia,11.2.2,25,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,Revisar documentos,,Revisar documentos,Dayana y Gary,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTRO,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria",11.2.2,26,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTRO,Mediana,Modalidad telemedicina. Categoría interactiva y no interactiva – prestador de referencia Categoría telexperticia - prestador remisor- prestador de referencia Categoría telemonitoreo - prestador de referencia,11.2.2,27,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria y telemedicina",11.2.2,28,,No aplica para la consulta externa médica especializada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria y telemedicina",11.2.2,29,,Para la consulta odontológica especializada disponibilidad de:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria y telemedicina",11.2.2,29,29.1,• Servicio de radiología odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,"Modalidades intramural, extramural unidad móvil, jornada de salud y domiciliaria y telemedicina",11.2.2,29,29.2,• Transporte asistencial cuando se realicen procedimientos bajo sedación grado I y II.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,Mediana,Modalidad telemedicina. Categoría interactiva y no interactiva – prestador de referencia Categoría telexperticia - prestador remisor- prestador de referencia Categoría telemonitoreo - prestador de referencia,11.2.2,30,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
