standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,No aplica,"Modalidades extramural unidad móvil, telemedicina - prestador remisor",11.3.3,8,,"Adicional a lo establecido en la modalidad intramural, cuenta con acceso al servicio de energía eléctrica o fuente de energía alternativa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,No aplica,Modalidad telemedicina - prestador de referencia,11.3.3,9,,Cumple con los criterios que le sean aplicables de todos los servicios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,10,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,10,10.1,• Equipo generador de radiación ionizante según los exámenes diagnósticos realizados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,10,10.2,"• Elementos de protección radiológica adulto o pediátrico, según oferta, protocolos y especificaciones técnicas del equipo:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,10,10.2.1,• Delantal plomado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,10,10.2.2,• Protector de tiroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades extramural - unidad móvil, telemedicina - prestador remisor",11.3.3,11,,"Adicional a lo establecido en la modalidad intramural, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades extramural - unidad móvil, telemedicina - prestador remisor",11.3.3,11,11.1,"• Equipo generador de radiación ionizante según la oferta, cuyas indicaciones del fabricante refieran que está diseñado para ser instalado y operado y mantenido en una unidad móvil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,"Modalidades extramural - unidad móvil, telemedicina - prestador remisor",11.3.3,11,11.2,• La unidad móvil está dotada con señal luminosa o sonora indicando la presencia de radiación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Modalidad telemedicina - prestador remisor,11.3.3,12,,"Adicional a lo establecido en el numeral 11 del servicio de radiología odontológica, cuenta con equipo de captura y transmisión de datos e imágenes que asegure las condiciones de visualización de imagen y lectura, el cual puede estar integrado al equipo generador de radiaciones ionizantes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Modalidad telemedicina - prestador de referencia,11.3.3,13,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con pantalla o monitor grado médico para imágenes radiológicas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",No aplica,"Modalidades intramural, extramural unidad móvil, telemedicina - prestador remisor - prestador de referencia",11.3.3,14,, Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,15,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,15,15.1,"• Toma de exámenes que impliquen el manejo de cualquier tipo de radiación ionizante, que incluya las acciones para evitar el efecto nocivo de las radiaciones para los pacientes, el personal, los visitantes y el público en general.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,15,15.2,"• Verificación de la calidad de la imagen, del equipo generador de radiación ionizante, que incluye la toma de medidas preventivas y correctivas cuando apliquen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,15,15.3,• Verificación de la adherencia a los procedimientos realizados en la instalación y cualquier otra consideración sobre la protección radiológica de la instalación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,15,15.4,"• Realización y supervisión de toma de radiografías odontológicas cuando no sea realizada por el odontólogo, que incluya como mínimo la calidad de la imagen y radioprotección.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,15,15.5,• Interpretación y lectura de las radiografías odontológicas por parte del Odontólogo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidad extramural unidad móvil, telemedicina - prestador remisor",11.3.3,16,,Adicional a lo anterior cuenta con la siguiente información documentada:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidad extramural unidad móvil, telemedicina - prestador remisor",11.3.3,16,16.1,"• Verificación de la calidad de la imagen, para cada desplazamiento realizado por la Unidad móvil en la que está instalado el equipo generador de radiación ionizante, que incluye la toma de medidas preventivas y correctivas cuando apliquen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,"Modalidad extramural unidad móvil, telemedicina - prestador remisor",11.3.3,16,16.2,"• Evaluación de los niveles de exposición ocupacional del personal involucrado en la práctica y del público, así como la inspección del blindaje del vehículo (carrocería) donde se pretende realizar la práctica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Modalidad telemedicina - prestador de referencia,11.3.3,17,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,18,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con los siguientes registros:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,18,18.1,"• Número de exposiciones, e imágenes tomadas que incluya el nombre del paciente, y nombre del estudio realizado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,18,18.2,• Dosis de radiación expresadas en unidades según sea la tecnología del equipo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades intramural, telemedicina - prestador remisor",11.3.3,18,18.3,• Número de estudios rechazados de acuerdo a la tecnología empleada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades extramural unidad móvil, telemedicina - prestador remisor",11.3.3,19,,Adicional a lo anterior cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades extramural unidad móvil, telemedicina - prestador remisor",11.3.3,19,19.1,• Registro de verificación de la calidad de imagen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades extramural unidad móvil, telemedicina - prestador remisor",11.3.3,19,19.2,• Registro del control de calidad general.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,"Modalidades extramural unidad móvil, telemedicina - prestador remisor",11.3.3,19,19.3,"• Registro de la evaluación de los niveles de exposición ocupacional tanto del personal involucrado en la práctica, como del público.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Modalidad telemedicina - prestador de referencia,11.3.3,20,,Cumple con los criterios que le sean aplicables de todos los servicios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,No aplica,"Modalidades intramural, extramural unidad móvil, telemedicina – prestador remisor – prestador de referencia",11.3.3,21,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
