standar,complexity,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGOS,,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,No aplica,Intramural,11.3.10,4,4.2.3,"• Poceta, cuando la requiera, según los procedimientos que documente en el estándar de procesos prioritarios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,No aplica,Intramural,11.3.10,4,4.2.4,• Área para refrigeración y congelación.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.1,• Nevera o depósito frío para el almacenamiento de sangre o sus componentes con sistema de control de temperatura entre 1ºC y 6ºC y alarma audible o sistema de monitoreo que alerte cambios próximos al límite en que la sangre o sus componentes puedan deteriorarse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.2,"• Equipo para descongelar plasma cuando se requiera, con sistema de control de temperatura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.3,"• Congelador para la conservación de plasma o crioprecipitados, cuando se requiera, éste cuenta con sistema de control de temperatura por debajo de –18ºC y alarma audible o sistema de monitoreo que alerte cambios próximos al límite en que el componente almacenado pueda deteriorarse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.4,• Nevera para el almacenamiento de sueros y reactivos con termómetro para control de temperatura de 2 °C a 8 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.5,• Pipetas automáticas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.6,• Centrífuga para la realización de pruebas pre transfusionales de acuerdo con la metodología empleada.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.7,"• Agitador o rotador de plaquetas, cuando se requiera, con sistema de control de temperatura entre 20ºC y 24ºC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.8,"• Incubadora para la realización de pruebas pre transfusionales, de acuerdo con la metodología empleada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.9,"• Lector de pruebas pre transfusionales cuando se requiera, de acuerdo con la metodología empleada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,No aplica,Intramural,11.3.10,5,5.10,"• Nevera para transporte de componentes sanguíneos, que garantice la cadena de frio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",No aplica,Intramural,11.3.10,6,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con: Convenio o contrato escrito vigente con un banco de sangre certificado por la autoridad competente para el suministro de componentes sanguíneos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,,"Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente, cuenta con la siguiente información documentada:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.1,• Procedimientos técnicos realizados en el servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.2,"• Manejo de inventarios de sangre y componentes sanguíneos, incluyendo mecanismos de respuesta ante situaciones de riesgo de emergencia o desastre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.3,"• Recepción, información, condiciones de almacenamiento y entrega de la sangre y los componentes sanguíneos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.4,• Programa de control de calidad interno.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.5,• Programa de control de calidad externo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.6,• Análisis de los reportes del control de calidad y toma de medidas preventivas y correctivas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.7,"• Limpieza y desinfección del material que se utilice en el procesamiento de las muestras, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROCESOS PRIORITARIOS,No aplica,Intramural,11.3.10,7,7.8,• Almacenamiento de muestras (seroteca).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,,Cumple con los criterios que le sean aplicables de todos los servicios y adicionalmente cuenta con los siguientes registros:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,8.1,• Solicitud de reserva de sangre y sus componentes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,8.2,• Resultados de cada una de las pruebas realizadas en el servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,8.3,• Entrega de sangre y sus componentes a los servicios solicitantes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,8.4,• Control de calidad interno y externo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,8.5,• Entrega para incineración de restos de transfusión y los componentes sanguíneos descartados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HISTORIA CLÍNICA Y REGISTROS,No aplica,Intramural,11.3.10,8,8.6,"• Registros que aseguren la trazabilidad de los componentes sanguíneos, desde su consecución hasta la entrega para la transfusión a los servicios solicitantes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERDEPENDENCIA,No aplica,Intramural,11.3.10,9,,No aplica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
